run_id,run_timestamp,paper_id,paper_title,question_id,question,category,pipeline_id,pipeline_name,stage,namespace,answer,faithfulness,answer_relevancy,context_precision,context_recall,ragas_skipped,ragas_errors,retrieval_ms,generation_ms,latency_ms,ragas_ms,error
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q1,Is ROUGE their only baseline?,factual,naive,Naive RAG,baseline,naive,I don't have enough information in the provided context to answer this question.,0.0,0.0,0.49999999995,0.0,,,2654,2583,5237,8715,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q1,Is ROUGE their only baseline?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,ROUGE is not their only baseline; they also use SVR and other metrics like WPSLOR and ROUGE-L-mult for comparison in their experiments.,1.0,0.36774751105252657,0.3333333333,0.0,,,2590,1227,3817,7770,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q1,Is ROUGE their only baseline?,factual,multi_query,Multi-Query Retrieval,pre_retrieval,naive,I don't have enough information in the provided context to answer this question.,0.0,0.0,0.49999999995,0.0,,,3174,681,3855,7466,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q1,Is ROUGE their only baseline?,factual,mmr,MMR,during_retrieval,naive,I don't have enough information in the provided context to answer this question.,0.0,0.0,0.0,0.0,,,2465,820,3285,9493,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q1,Is ROUGE their only baseline?,factual,rerank,Cross-Encoder Re-rank,during_retrieval,naive,"No, ROUGE is not their only baseline. The context mentions that ROUGE-LM yields a higher correlation with human judgments than all baseline metrics, including WPSLOR on its own.",1.0,0.8885399630093973,0.4166666666458333,0.0,,,2392,1407,3799,7345,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q1,Is ROUGE their only baseline?,factual,crag,CRAG,during_retrieval,naive,I don't have enough information in the provided context to answer this question.,0.0,0.0,0.49999999995,0.0,,,3524,833,4357,9365,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q1,Is ROUGE their only baseline?,factual,compression,Contextual Compression,post_retrieval,naive,I don't have enough information in the provided context to answer this question.,0.0,0.0,0.19999999998,0.0,,,2252,774,3026,9514,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q1,Is ROUGE their only baseline?,factual,selfcheck,SelfCheckGPT,post_retrieval,naive,I don't have enough information in the provided context to answer this question.,0.0,0.0,0.49999999995,0.0,,,578,2272,2850,6897,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q2,what language models do they use?,factual,naive,Naive RAG,baseline,naive,"They use neural models, specifically recurrent neural networks (RNNs), as they obtained the best results with these types of language models.",1.0,0.7817530675758189,0.3333333333,1.0,,,583,996,1579,8271,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q2,what language models do they use?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,"The best results were obtained for neural models, namely recurrent neural networks (RNNs).",1.0,0.4942711723825022,0.0,1.0,,,1869,1175,3044,9026,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q2,what language models do they use?,factual,multi_query,Multi-Query Retrieval,pre_retrieval,naive,"They used neural language models, specifically recurrent neural networks (RNNs), which provided the best results in their experiments.",0.6666666666666666,0.5055649164056044,0.249999999975,0.0,,,3199,936,4135,10890,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q2,what language models do they use?,factual,mmr,MMR,during_retrieval,naive,"The best results were obtained for neural models, namely recurrent neural networks (RNNs).",1.0,0.4942711723825022,0.0,0.0,,,1576,932,2508,8486,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q2,what language models do they use?,factual,rerank,Cross-Encoder Re-rank,during_retrieval,naive,"The paper discusses the use of neural language models (LMs) for evaluation, specifically mentioning a novel version of SLOR that incorporates a LM trained on a corpus split by a WordPiece model.",1.0,0.6102328859661782,0.3333333333,1.0,,,2742,1970,4712,10456,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q2,what language models do they use?,factual,crag,CRAG,during_retrieval,naive,"Lau et al. (2017) used different types of language models (LMs) in their experiments, with the best results obtained for neural models, specifically recurrent neural networks (RNNs).",1.0,0.7497040693268865,0.0,0.0,,,2975,1296,4271,8768,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q2,what language models do they use?,factual,compression,Contextual Compression,post_retrieval,naive,"They use neural language models, specifically recurrent neural networks (RNNs) and LSTM neural networks for language modeling.",1.0,0.6749022421137426,0.36666666664833336,1.0,,,2293,925,3218,9037,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q2,what language models do they use?,factual,selfcheck,SelfCheckGPT,post_retrieval,naive,"[Low confidence: stochastic resampling produced inconsistent answers — treat with caution.]

They use neural models, specifically recurrent neural networks (RNNs), as they obtained the best results with these models.",0.5,0.0,0.3333333333,1.0,,,590,1997,2587,8990,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q3,what questions do they ask human judges?,out_of_scope,naive,Naive RAG,baseline,naive,The human judges are asked to rate the fluency of system outputs on an ordinal scale from 1 (disfluent) through 3 (fluent).,1.0,0.4876160811631059,,,"[""context_precision"", ""context_recall""]",,485,1241,1726,7138,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q3,what questions do they ask human judges?,out_of_scope,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,I don't have enough information in the provided context to answer this question.,0.0,0.0,,,"[""context_precision"", ""context_recall""]",,3386,1529,4915,6750,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q3,what questions do they ask human judges?,out_of_scope,multi_query,Multi-Query Retrieval,pre_retrieval,naive,I don't have enough information in the provided context to answer this question.,0.0,0.0,,,"[""context_precision"", ""context_recall""]",,4218,692,4910,5296,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q3,what questions do they ask human judges?,out_of_scope,mmr,MMR,during_retrieval,naive,"Lau et al. (2017) aimed to answer the question: ""Do humans judge acceptability on a gradient scale?""",1.0,0.159150350301645,,,"[""context_precision"", ""context_recall""]",,1114,2716,3830,8158,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q3,what questions do they ask human judges?,out_of_scope,rerank,Cross-Encoder Re-rank,during_retrieval,naive,"The context does not specify the exact questions asked to human judges. It mentions that human ratings for content and fluency are collected, with fluency rated on an ordinal scale from 1 (disfluent) to 3 (fluent). However, it does not provide the specific questions posed to the judges. 

I don't have enough information in the provided context to answer this question.",0.8,0.0,,,"[""context_precision"", ""context_recall""]",,2158,1790,3948,8810,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q3,what questions do they ask human judges?,out_of_scope,crag,CRAG,during_retrieval,naive,"Lau et al. (2017) aimed to answer the question: ""Do humans judge acceptability on a gradient scale?""",1.0,0.15913264953818743,,,"[""context_precision"", ""context_recall""]",,2998,1187,4185,5739,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q3,what questions do they ask human judges?,out_of_scope,compression,Contextual Compression,post_retrieval,naive,I don't have enough information in the provided context to answer this question.,0.0,0.0,,,"[""context_precision"", ""context_recall""]",,3214,964,4178,5642,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q3,what questions do they ask human judges?,out_of_scope,selfcheck,SelfCheckGPT,post_retrieval,naive,The human judges are asked to rate the fluency of system outputs on an ordinal scale from 1 (disfluent) through 3 (fluent).,1.0,0.4876160811631059,,,"[""context_precision"", ""context_recall""]",,608,2751,3359,9562,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q4,On what corpus are the LSTM language models trained?,factual,naive,Naive RAG,baseline,naive,The LSTM language models are trained on the English Gigaword corpus.,1.0,0.9524589806393139,0.7499999999625,1.0,,,577,803,1380,7322,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q4,On what corpus are the LSTM language models trained?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,The LSTM language models are trained on the English Gigaword corpus.,1.0,0.9524441566607963,0.7499999999625,1.0,,,1488,944,2432,7358,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q4,On what corpus are the LSTM language models trained?,factual,multi_query,Multi-Query Retrieval,pre_retrieval,naive,The LSTM language models are trained on the English Gigaword corpus.,1.0,0.9524441566607963,0.7499999999625,1.0,,,3109,649,3758,7023,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q4,On what corpus are the LSTM language models trained?,factual,mmr,MMR,during_retrieval,naive,"The LSTM language models are trained on the English Giga-word corpus (Parker et al., 2011).",1.0,0.9524441566607963,0.9999999999,1.0,,,1118,1002,2120,6442,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q4,On what corpus are the LSTM language models trained?,factual,rerank,Cross-Encoder Re-rank,during_retrieval,naive,The LSTM language models are trained on the English Gigaword corpus.,1.0,0.9524441566607963,0.3333333333,1.0,,,2777,774,3551,7724,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q4,On what corpus are the LSTM language models trained?,factual,crag,CRAG,during_retrieval,naive,The LSTM language models are trained on the English Gigaword corpus.,1.0,0.9524441566607963,0.8333333332916666,1.0,,,2811,662,3473,7502,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q4,On what corpus are the LSTM language models trained?,factual,compression,Contextual Compression,post_retrieval,naive,The LSTM language models are trained on the English Giga-word corpus.,1.0,0.9524433222262466,0.8333333332916666,1.0,,,1857,684,2541,7818,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q4,On what corpus are the LSTM language models trained?,factual,selfcheck,SelfCheckGPT,post_retrieval,naive,The LSTM language models are trained on the English Gigaword corpus.,1.0,0.9524602428148331,0.7499999999625,1.0,,,416,2258,2674,11884,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q5,What are the architecture and training details of the LSTM language models?,factual,naive,Naive RAG,baseline,naive,"The LSTM language models (LMs) are trained on the English Gigaword corpus, which consists of news data. The best networks consist of two layers with 512 hidden units each and are trained for 2,000,000 steps with a minibatch size of 128. For optimization, the ADAM algorithm is employed. The hyperparameters of all LMs are tuned using perplexity on a held-out part of Gigaword, as it is expected that LM perplexity correlates with the final evaluation performance of WordSLOR and WPSLOR.",1.0,0.79685284991523,0.3333333333,1.0,,,403,2244,2647,11550,
2c9c813acc5a4b70b90b2f16a92c99b0,2026-07-08T21:29:51.246658+00:00,1809.08731,"Sentence-Level Fluency Evaluation: References Help, But Can Be Spared!",q5,What are the architecture and training details of the LSTM language models?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,"The LSTM language models are trained on the English Gigaword corpus, consisting of news data. The best networks consist of two layers with 512 hidden units each and are trained for 2,000,000 steps with a minibatch size of 128. For optimization, the ADAM algorithm is employed.",1.0,0.9184673736641554,0.9999999999,1.0,,,1546,1359,2905,8574,
