run_id,run_timestamp,paper_id,paper_title,question_id,question,category,pipeline_id,pipeline_name,stage,namespace,answer,faithfulness,answer_relevancy,context_precision,context_recall,ragas_skipped,ragas_errors,retrieval_ms,generation_ms,latency_ms,ragas_ms,error
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q1,How many reviews were in the cleaned dataset after initial processing?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,"The cleaned dataset after initial processing contained 82,069 valid reviews.",1.0,0.952381562875146,0.99999999995,0.0,,,3833,1868,5701,7727,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q2,What percentage of the reviews were 1-star ratings?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,45.4% of the reviews were 1-star ratings.,1.0,0.9999999999999997,0.9999999999,1.0,,,856,1131,1987,8008,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q3,How many numeric features were engineered from the raw text and metadata?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,A total of 26 numeric features were engineered from the raw text and metadata.,1.0,0.9999995747202114,0.9999999999,1.0,,,2279,1214,3493,5972,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q4,How many heuristic rules were defined in the rule-based fake review detection system?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,Ten independent binary rules were defined in the rule-based fake review detection system.,1.0,0.8679428084852013,0.8333333332916666,1.0,,,677,1113,1790,7054,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q5,"What contamination parameter was chosen for the Isolation Forest model, and how many anomalies did it identify?",factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,"The contamination parameter chosen for the Isolation Forest model was 0.10, and it identified 8,207 anomalies, representing 10.00% of all reviews.",1.0,0.977829835450554,0.8333333332916666,1.0,,,706,1651,2357,6937,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q6,How many reviews did the moderate-threshold ensemble vote flag as suspicious?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,"The moderate threshold (≥ 3 votes) flagged 2,873 reviews as suspicious.",1.0,0.8568655089306924,0.8333333332916666,1.0,,,738,1031,1769,7164,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q7,What weighted F1 score and ROC AUC did the Logistic Regression sentiment model achieve?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,The Logistic Regression sentiment model achieved a weighted F1-score of 0.9227 and a ROC AUC of 0.9678.,1.0,0.7514663405207945,0.9166666666361111,1.0,,,870,1054,1924,6624,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q8,Which tools were used to build the interactive dashboard?,factual,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,The interactive dashboard was built using Streamlit and Plotly.,1.0,0.9110859243042885,0.499999999975,1.0,,,552,990,1542,7515,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q9,How does the project combine rule-based heuristics with machine learning for fake review detection?,synthesis,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,"The project combines rule-based heuristics with machine learning by implementing a hybrid fake review detection system that includes three components: (A) ten rule-based heuristic voters targeting specific patterns of suspicious reviews, (B) an Isolation Forest anomaly detector operating on 21 numeric features, and (C) an ensemble voting system that combines all 11 voters to produce a final fake/genuine classification. This approach balances the interpretability of the rules with the ability to detect complex, non-obvious anomalies through the Isolation Forest.",1.0,0.6411929391363232,0.9999999999666667,1.0,,,597,1674,2271,8097,
3dc7e7917c6f4ea48173feb919255bcc,2026-06-22T21:21:27.114839+00:00,Report,Improving Insight Quality in Amazon App Reviews Through Sentiment Analysis and Anomaly Detection,q10,Why was Logistic Regression preferred over Multinomial Naive Bayes for the sentiment classifier?,synthesis,semantic_chunking,Semantic Chunking,pre_retrieval,semantic,"Logistic Regression was preferred over Multinomial Naive Bayes because it consistently outperformed it across all evaluation metrics, achieving a high ROC AUC value of 0.9678, which demonstrates strong discrimination between positive and negative classes. Additionally, the Logistic Regression model showed an average weighted F1-score of 0.9214 ± 0.0016, indicating very low variance and strong generalization performance, further confirming its effectiveness in capturing sentiment patterns.",0.875,0.8446216596297748,0.99999999995,0.5,,,611,2164,2775,10546,
